e7segment,firebaseid,article_cluster,top_keywords,article_count,articles_read,page_duration
3. Normal User,dmqwA0Q9Q4a8VRgEUZrwS3E1xpe2,10036,"worth, buy, low, mileage, preowned, models, good, value",1,2,52
2. Low Score,m5oQa6lKn2WtvWaHAc1DJngbdeu2,10819,"year, car, south african, 2021, is, opinion, sa, winner",2,1,900
2. Low Score,txayzV6e1jOzJ9yHREpGjnSUWu43,10135,"you, gclass, force, gurkha, 4x4, rugged, rough, offroad",4,1,497
1. Very Low Score,s6ZuH7zvMlOVzT9CZiUiIOhzcYZ2,10135,"you, gclass, force, gurkha, 4x4, rugged, rough, offroad",4,1,337
3. Normal User,W2AwIdLsvbOYe9VAzPe1ck6Jt4U2,10135,"you, gclass, force, gurkha, 4x4, rugged, rough, offroad",4,2,27
2. Low Score,Kg8KPgG8Q6Wlshxwv6HLz0VE7Qc2,10135,"you, gclass, force, gurkha, 4x4, rugged, rough, offroad",4,1,117
4. Good User,JUctzor8lsgkqYydj38nodZ35Gx1,10135,"you, gclass, force, gurkha, 4x4, rugged, rough, offroad",4,1,11
2. Low Score,xtZoYpk7kLeykOc0Gf0rfFu6HW03,9670,"cecilia, forest, earmarked, alien, invasive, plant, hack",1,1,25
3. Normal User,W4v31cqFF5MDTV82mO0GHLmduoI2,9552,"covid19, sa, students, young, people, cant, find, cities",61,2,3
3. Normal User,ykinzKydsSXCdGpP1bS1xsq7jQL2,9552,"covid19, sa, students, young, people, cant, find, cities",61,2,72
3. Normal User,yGEEEa0C8AX0K0hNS2cB4A1u0TC3,9950,"french, rugby, player, banned, calling, wp, junior, wing",1,2,0
4. Good User,mNW5cEHkl8RsLeWs8yQbTzsHRGf2,10249,"ipl, win, delhi, bangalore, help, thrash, hyderabad, faf",29,6,31.67
4. Good User,ARG4iDRjaKRxF7NuruzjFoQPaR73,10249,"ipl, win, delhi, bangalore, help, thrash, hyderabad, faf",29,4,327.25
3. Normal User,SIgs8wvqAPXVpmzRNtfxKWmCsg02,11034,"love, watch, you, cowie, adorable, local, explains, eats",3,1,159
3. Normal User,auEOKQQxi7ZnjB076jh2skYNWho2,9650,"malls, vukile, selling, covid19, canal, walk, hyde, park",3,1,2
4. Good User,20NHmiJsa5cr2JUbA0W0IXob95f2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,5,365.2
3. Normal User,eO20hjQ5fdagPb7aeJvYDMXUGC22,8260,"money, live, santam, profit, rise, warns, tough, economy",1,2,0
4. Good User,lUkmtiG9qoXkhUXXNSEoGbb88ws1,8260,"money, live, santam, profit, rise, warns, tough, economy",1,4,291
4. Good User,i2dSPo3lUkTPoQFCaMLaz2miUGz2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,3,48.67
4. Good User,4mXnvqh5wnXAny9SpzZqGmuCIpG3,8260,"money, live, santam, profit, rise, warns, tough, economy",1,4,278.25
5. Super User,otn3VQTvrmRwGSmYXBU0WnRTR8N2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,9,42.44
3. Normal User,iI5tJ4Gbk3gPozLSgAOoxTeRcJp2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,3,42
4. Good User,v0XuSNdGeXP1ZNnJpg8ZHQsrjnb2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,4,254
4. Good User,Xn0MIlyFC0TBfHqmrrPmRh6ksFi1,8260,"money, live, santam, profit, rise, warns, tough, economy",1,3,176.33
3. Normal User,AVnXAivP03TPZgnuziTnwPiOBnO2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,2,88
4. Good User,wRSGA3zMpdeCfjORd0MhurtQcto2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,4,38
3. Normal User,V6Hv5hiLUMRU9V4so93dWuAoxhR2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,1,900
5. Super User,nafoV0z23hdbirjq2unQvPcT00I3,8260,"money, live, santam, profit, rise, warns, tough, economy",1,9,39.78
2. Low Score,MtfMTF08nZfmzuVtQmOVMA6s9RR2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,1,93
2. Low Score,IZ8JMmmWcYR2vFyrknYZqM2VlNh2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,2,43
4. Good User,8CTyIevJTKQWNJb8Sp8skyT4w5b2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,5,77
4. Good User,41Eca9XfLNbPWpyFOUyttCFWNTX2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,2,466
1. Very Low Score,RpJkgVoxEsXpPEq7wUlVrdAvaim1,8260,"money, live, santam, profit, rise, warns, tough, economy",1,2,108.5
3. Normal User,LzUMxb4kiyVpMA8lkxec1CXhsFY2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,2,15
2. Low Score,ZD9Gc68WbhcYtcTE7DVUAVC9AWc2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,1,230
4. Good User,SnIKXHzvIqZ9UgNbMv5u9WsHG7D3,8260,"money, live, santam, profit, rise, warns, tough, economy",1,4,21.75
4. Good User,4tyI2o2c6eNcEcdxOXDpsDgM7ug1,8260,"money, live, santam, profit, rise, warns, tough, economy",1,3,442
4. Good User,3KKaZR88QQaUMkHqeXVihSq9L9y2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,3,68.67
2. Low Score,NpOAfGYhcmQ3PBTPlGgZgzyC4az2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,4,57.5
4. Good User,90diIS33idP65LJxAzisxpm6lpt2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,4,390
4. Good User,ztshioZEAlfcpairMgiCoostHGs2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,2,900
4. Good User,iAHMAku8apd3P9FMoFNGZt6YLGH2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,4,241.25
4. Good User,nB4TCtKMrvdu77IFHc43xdOS88k2,8260,"money, live, santam, profit, rise, warns, tough, economy",1,3,50
2. Low Score,wHW03LhOfvRFyqvmyts5bz4PeVT2,10869,"new bakkies, lifestyle, business, mahindra, launches, sa",1,1,245
3. Normal User,TsyHb1LWbdgzxzL1B9W8cV8Re7G2,10200,"officials, gauteng, kzn, company, family, ties, anc, mpl",5,2,451.5
2. Low Score,65d3SBT2CrS6Uz2yni9CKyyjBuQ2,10200,"officials, gauteng, kzn, company, family, ties, anc, mpl",5,1,900
3. Normal User,uAmSugUizuV3AiGlyX3RjJrUX972,10200,"officials, gauteng, kzn, company, family, ties, anc, mpl",5,2,55
2. Low Score,MdCnBcMDipU3e8YWa2AEqoP0NYR2,10200,"officials, gauteng, kzn, company, family, ties, anc, mpl",5,2,72
3. Normal User,hvImedBZmkWzm7ijthOHq7grg4s1,5721,"ombudsman, contact, public, editor, complaints, feedback",4,2,5
3. Normal User,ZOtfS0L5ZMUhiv1cEpP81iX8a2E3,5721,"ombudsman, contact, public, editor, complaints, feedback",4,2,36
3. Normal User,vbPWsxFbSlUD1s8Gb14gcGwGHDW2,11003,"pics, snake, catcher, rare, rescue, vine, snakes, durban",1,1,299
3. Normal User,JI9CHJiUnKeeGMdaKqT4Pw6nBY22,128,"sa, opinion, new, economy, energy, africa, african, govt",227,3,99
3. Normal User,EW4jIQyXHbgyh00TEEmSEzuXM7w1,9327,"watch, ford, best, ranger, look, allnew, sabound, bakkie",1,1,43
4. Good User,hcMi0lM7F0gjqkdiWOYl9HoPCSj2,10868,"banking, future, fraud, takes, debit, card, listen, smart",14,2,45.5
2. Low Score,e7X3X99vGwXXksGS0iQYpCbNUS33,10619,"cape town, establishments, world, best, restaurants, list",1,1,43
3. Normal User,bGx5Qz0unhba2L6oaFZIAmsElpt1,10619,"cape town, establishments, world, best, restaurants, list",1,1,900
2. Low Score,LYicHugrrkOc8Le2XZXaLTYk3ll2,11191,"dress, bride, changes, days, wedding, regrets, saw, cried",1,1,55
2. Low Score,jocmSx5I2veaWxGI3NG8i7VtEWV2,9531,"family, covid, industry, sons, sea, gangs, london, hailed",30,1,98
4. Good User,xpdwBSZdFWPlyCul4HUxg6pmPP03,9531,"family, covid, industry, sons, sea, gangs, london, hailed",30,7,43.71
2. Low Score,mLGplNCrTLOUqPvATmqJRzwrkC33,9531,"family, covid, industry, sons, sea, gangs, london, hailed",30,1,25
3. Normal User,o4BPu2mxg5aMqHPpJFAfduqaorq2,11424,"find, locally, grown, avocados, sa, shelves, year, matter",1,2,19.5
3. Normal User,715gXA57zRYzLmmFdXOYaR95bBM2,9941,"footage, shows, sea, blood, close, dolphins, killed, mass",1,1,245
4. Good User,LTr9oGMevHfwNd73ebp0sWy549M2,9551,"kzn, routes, taxi, killed, horror, crash, concern, people",6,1,900
2. Low Score,6qXF10hdAicYmG3r733brfgXW5r2,9551,"kzn, routes, taxi, killed, horror, crash, concern, people",6,1,900
3. Normal User,PZ47s51mRwQSoIbf3k4yS93h9vu1,11366,"lions, deja, vu, hendrikse, family, jordan, injury, deals",2,2,496
5. Super User,3K6Yr8qd3OX28f3MRYJKCSiqUtj1,10567,"lions, urc, opener, stormers, italy, bulls, united, rugby",7,11,50.91
4. Good User,AI7pBiJR6sRmSbilmoKRaE1ddkZ2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,4,40.5
2. Low Score,4z9DVGoYUZSueLn5JWXeZfKk1qp2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,1,109
3. Normal User,1xrl5VqK1kafR9K0nzsItzyPQIY2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,1,117
4. Good User,Lfooi5zzUxbspeC1lFHxu7oUmxc2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,4,65
5. Super User,MTYy5sbLCoc8xJIP7NmZwk3FN8J2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,5,457.2
2. Low Score,JS6MIhk62MgVv4lnZI92PBq38qi1,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,5,80.8
5. Super User,5UXRaCcROhQwLXp0kwZIibRmQt23,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,6,63
3. Normal User,Pw5ijjNGl1cY2z4e8Hb9qPxXc942,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,3,32.67
4. Good User,LTN527iSwrhHlLt4qta7FZttdej1,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,4,278
2. Low Score,bmy5whGnzBYJdUJmBh2g0mWCbii2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,1,130
4. Good User,ROEsWPaTg2eRWWnsYkxmX75eglN2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,6,2.83
3. Normal User,FyU8vOQ8GlaWLgnqaaa92nhPEoS2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,1,900
4. Good User,zURK255ruLbTaLIvAssX6twrrC83,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,5,93.8
3. Normal User,Vs0Es5ikJBQ3fQMch8hBZMGmu3G2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,3,124.33
1. Very Low Score,6s6MVMShWuPAQLVJ1PWz2RfaMjM2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,1,112
3. Normal User,1DXsvffYMnUzhPKl72jcPBfVfxF3,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,2,49.5
4. Good User,J6LkUPEwNZbILfxanHMJM0D52OC3,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,5,233
3. Normal User,74qPRFp9ZlY54siOlzIvlx0oKS43,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,2,58
3. Normal User,XQncoRnCsqaqXaS0PNIy2On4ZYB2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,2,132
5. Super User,oePZXE0WfjOxk4R064xQKNN0NfJ3,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,5,69
4. Good User,DhdgDWzOTybLoL7NTLz7P0trKqb2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,6,128
4. Good User,OFkX5rVnbwUhAVLgXYSQW6y0v283,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,4,81.25
3. Normal User,UrNBxnatOhVb56r2Q5OprBS1BkZ2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,2,37.5
4. Good User,QytdDCn2ufUL74H5lKIlL1l7G2E2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,5,34.6
2. Low Score,8YtZyhzfaNbpQuGsaIjFV4Uo34e2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,1,78
3. Normal User,Lnar1NeBBiQ48vWPx3KqsyQ53mU2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,2,229.5
2. Low Score,BrFvxmUoE9hqnkzKGNpvx2spN4J3,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,1,30
3. Normal User,vM83rvabKzdZ1y6JEa6jKDZml2u2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,3,64.33
4. Good User,XhOAeYsmjxe7tHIXI7lgA2hBqut1,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,4,157
3. Normal User,CnARQ6ZHVCNsoqrC5zawU9nlIEl1,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,2,272
3. Normal User,SUVbNzgfohNEVKnm8FDP46QVc1B2,10692,"man, murder, police, arrested, court, shooting, taxi, kzn",75,1,151
