e7segment,cluster_id,num_users,num_reads,total_duration,avg_reads,avg_duration
3. Normal User,111,96,111,17714,1.16,184.52
2. Low Score,9611,153,177,32031,1.16,209.35
3. Normal User,9696,466,541,113276,1.16,243.08
1. Very Low Score,8947,69,80,12873,1.16,186.57
3. Normal User,9484,43,50,11210,1.16,260.7
2. Low Score,9044,1122,1305,267598,1.16,238.5
2. Low Score,9551,246,286,48413,1.16,196.8
2. Low Score,10305,228,264,29201,1.16,128.07
2. Low Score,10213,297,344,36070,1.16,121.45
3. Normal User,10609,557,645,64633,1.16,116.04
3. Normal User,10591,32,37,5905,1.16,184.53
2. Low Score,10429,145,168,22494,1.16,155.13
3. Normal User,10272,1498,1732,217436,1.16,145.15
2. Low Score,10623,19,22,1268,1.16,66.74
2. Low Score,10282,490,569,140970,1.16,287.69
2. Low Score,10089,663,767,117284,1.16,176.9
3. Normal User,9998,390,454,61934,1.16,158.81
3. Normal User,10471,226,263,22559,1.16,99.82
2. Low Score,10376,597,693,103562,1.16,173.47
2. Low Score,10351,1029,1195,179045,1.16,174.0
2. Low Score,10480,814,943,95249,1.16,117.01
4. Good User,9643,25,29,3394,1.16,135.76
3. Normal User,8580,337,390,41971,1.16,124.54
2. Low Score,8656,277,322,46181,1.16,166.72
3. Normal User,8519,222,258,32041,1.16,144.33
2. Low Score,8539,63,73,11993,1.16,190.37
4. Good User,8814,31,36,3801,1.16,122.61
1. Very Low Score,482,19,22,8116,1.16,427.16
3. Normal User,8465,1728,1998,493006,1.16,285.3
2. Low Score,8621,343,399,47529,1.16,138.57
3. Normal User,10938,1045,1210,165135,1.16,158.02
2. Low Score,10899,629,732,138645,1.16,220.42
3. Normal User,10766,338,392,57907,1.16,171.32
2. Low Score,11033,538,624,96609,1.16,179.57
2. Low Score,10811,107,124,20081,1.16,187.67
2. Low Score,10929,215,250,47753,1.16,222.11
1. Very Low Score,10686,142,165,23641,1.16,166.49
2. Low Score,11017,56,65,14893,1.16,265.95
1. Very Low Score,10684,282,327,48918,1.16,173.47
1. Very Low Score,11033,50,58,10889,1.16,217.78
3. Normal User,10658,2694,3132,372730,1.16,138.36
3. Normal User,10895,31,36,3124,1.16,100.77
2. Low Score,10917,49,57,4638,1.16,94.65
3. Normal User,10016,648,753,85179,1.16,131.45
2. Low Score,9934,238,276,30244,1.16,127.08
1. Very Low Score,9708,32,37,5340,1.16,166.88
1. Very Low Score,9698,45,52,9316,1.16,207.02
1. Very Low Score,9950,31,36,9066,1.16,292.45
2. Low Score,8800,915,1064,230409,1.16,251.81
3. Normal User,42,143,166,35462,1.16,247.99
3. Normal User,8379,561,651,82129,1.16,146.4
3. Normal User,8364,153,178,18421,1.16,120.4
3. Normal User,10242,5301,6145,511670,1.16,96.52
2. Low Score,10119,242,280,61018,1.16,252.14
2. Low Score,9703,87,101,9814,1.16,112.8
3. Normal User,10672,2953,3418,428239,1.16,145.02
3. Normal User,10469,113,131,20997,1.16,185.81
3. Normal User,10233,423,491,52964,1.16,125.21
2. Low Score,10209,31,36,8362,1.16,269.74
2. Low Score,8691,134,156,20561,1.16,153.44
1. Very Low Score,8795,19,22,3334,1.16,175.47
3. Normal User,11041,1021,1183,225119,1.16,220.49
1. Very Low Score,11041,31,36,9799,1.16,316.1
3. Normal User,10730,51,59,10162,1.16,199.25
1. Very Low Score,11088,31,36,4939,1.16,159.32
1. Very Low Score,10498,19,22,6652,1.16,350.11
1. Very Low Score,8833,38,44,11962,1.16,314.79
2. Low Score,8764,50,58,7407,1.16,148.14
1. Very Low Score,8641,91,106,28797,1.16,316.45
3. Normal User,10378,159,185,17041,1.16,107.18
2. Low Score,9993,76,88,7858,1.16,103.39
3. Normal User,10702,663,769,180047,1.16,271.56
4. Good User,10905,50,58,7101,1.16,142.02
3. Normal User,8288,19,22,5023,1.16,264.37
3. Normal User,8547,56,65,8110,1.16,144.82
1. Very Low Score,9643,19,22,4819,1.16,253.63
4. Good User,10807,44,51,3342,1.16,75.95
1. Very Low Score,9007,31,36,7355,1.16,237.26
4. Good User,7888,19,22,1561,1.16,82.16
0. No activity for 3 weeks,10692,19,22,5682,1.16,299.05
3. Normal User,9255,439,503,48766,1.15,111.08
2. Low Score,9180,129,148,24825,1.15,192.44
2. Low Score,9151,39,45,4723,1.15,121.1
3. Normal User,9091,257,295,90526,1.15,352.24
3. Normal User,9027,925,1061,83063,1.15,89.8
1. Very Low Score,7888,34,39,7502,1.15,220.65
2. Low Score,9228,52,60,13739,1.15,264.21
2. Low Score,8992,136,156,18152,1.15,133.47
1. Very Low Score,9212,48,55,7114,1.15,148.21
4. Good User,9284,27,31,4213,1.15,156.04
3. Normal User,9057,1220,1397,256583,1.15,210.31
4. Good User,9248,13,15,1024,1.15,78.77
4. Good User,9164,13,15,1602,1.15,123.23
3. Normal User,9485,448,514,62964,1.15,140.54
2. Low Score,9485,109,125,18741,1.15,171.94
4. Good User,9473,20,23,2820,1.15,141.0
3. Normal User,8987,261,299,41834,1.15,160.28
3. Normal User,112,339,391,50347,1.15,148.52
3. Normal User,9357,13,15,4346,1.15,334.31
3. Normal User,9327,752,866,156273,1.15,207.81
1. Very Low Score,9040,168,194,31594,1.15,188.06
3. Normal User,9707,286,329,39034,1.15,136.48
3. Normal User,9659,891,1027,213827,1.15,239.99
3. Normal User,9611,509,587,96805,1.15,190.19
3. Normal User,9608,378,435,65854,1.15,174.22
2. Low Score,9738,197,227,32270,1.15,163.81
2. Low Score,9525,635,730,109643,1.15,172.67
3. Normal User,9621,390,448,61355,1.15,157.32
1. Very Low Score,8404,129,148,24966,1.15,193.53
3. Normal User,9435,26,30,4750,1.15,182.69
3. Normal User,10460,33,38,927,1.15,28.09
3. Normal User,10429,450,519,64191,1.15,142.65
3. Normal User,10339,424,489,51622,1.15,121.75
3. Normal User,10310,163,187,26313,1.15,161.43
4. Good User,10431,13,15,2369,1.15,182.23
2. Low Score,10377,82,94,11395,1.15,138.96
2. Low Score,10208,1205,1389,281672,1.15,233.75
3. Normal User,10320,1170,1350,190446,1.15,162.77
1. Very Low Score,10194,20,23,4619,1.15,230.95
3. Normal User,10315,1425,1633,167927,1.15,117.84
3. Normal User,10644,4216,4863,497731,1.15,118.06
3. Normal User,10161,2142,2456,623311,1.15,290.99
1. Very Low Score,10558,26,30,4121,1.15,158.5
3. Normal User,9512,2819,3228,397529,1.15,141.02
4. Good User,9646,27,31,3619,1.15,134.04
3. Normal User,9377,1103,1264,261825,1.15,237.38
3. Normal User,8776,33,38,5967,1.15,180.82
3. Normal User,8467,390,449,71556,1.15,183.48
2. Low Score,8811,75,86,6430,1.15,85.73
3. Normal User,8905,550,631,118186,1.15,214.88
2. Low Score,8555,240,276,54069,1.15,225.29
3. Normal User,8830,110,126,26721,1.15,242.92
3. Normal User,8584,1113,1280,198781,1.15,178.6
2. Low Score,8519,74,85,14881,1.15,201.09
2. Low Score,8397,479,552,106618,1.15,222.58
0. No activity for 3 weeks,8589,20,23,3013,1.15,150.65
3. Normal User,11025,408,468,46968,1.15,115.12
3. Normal User,10751,2013,2315,291780,1.15,144.95
3. Normal User,11032,178,204,23313,1.15,130.97
2. Low Score,10868,110,126,28674,1.15,260.67
1. Very Low Score,10688,131,151,30915,1.15,235.99
1. Very Low Score,10939,309,356,70582,1.15,228.42
1. Very Low Score,10899,65,75,21320,1.15,328.0
3. Normal User,10788,712,819,124954,1.15,175.5
4. Good User,10742,13,15,831,1.15,63.92
2. Low Score,10649,380,438,79303,1.15,208.69
3. Normal User,10780,106,122,20775,1.15,195.99
3. Normal User,9359,433,500,112251,1.15,259.24
3. Normal User,9838,471,541,91396,1.15,194.05
3. Normal User,9842,488,562,93179,1.15,190.94
2. Low Score,10073,2082,2391,445803,1.15,214.12
3. Normal User,10044,1917,2208,394401,1.15,205.74
1. Very Low Score,10043,13,15,3607,1.15,277.46
3. Normal User,10099,381,439,39030,1.15,102.44
2. Low Score,10085,169,194,19765,1.15,116.95
2. Low Score,10083,40,46,4884,1.15,122.1
3. Normal User,10038,805,928,148916,1.15,184.99
1. Very Low Score,10056,26,30,4942,1.15,190.08
3. Normal User,9808,283,325,45816,1.15,161.89
3. Normal User,9970,68,78,19948,1.15,293.35
3. Normal User,9854,1994,2289,384663,1.15,192.91
0. No activity for 3 weeks,8380,40,46,8155,1.15,203.88
3. Normal User,7351,13,15,790,1.15,60.77
3. Normal User,8811,256,295,30704,1.15,119.94
2. Low Score,9976,27,31,3299,1.15,122.19
2. Low Score,10125,84,97,16729,1.15,199.15
1. Very Low Score,10188,137,157,40640,1.15,296.64
2. Low Score,10153,47,54,5319,1.15,113.17
2. Low Score,10220,116,133,18738,1.15,161.53
2. Low Score,9994,123,141,23062,1.15,187.5
4. Good User,10145,13,15,2806,1.15,215.85
3. Normal User,10648,254,291,58464,1.15,230.17
1. Very Low Score,10117,117,135,27656,1.15,236.38
2. Low Score,10651,26,30,6033,1.15,232.04
1. Very Low Score,10267,34,39,10302,1.15,303.0
3. Normal User,8930,291,334,46648,1.15,160.3
3. Normal User,9039,26,30,1535,1.15,59.04
4. Good User,8960,20,23,2861,1.15,143.05
1. Very Low Score,10745,245,282,42884,1.15,175.04
4. Good User,11112,20,23,4534,1.15,226.7
3. Normal User,10482,1725,1992,226391,1.15,131.24
3. Normal User,10321,183,211,18706,1.15,102.22
1. Very Low Score,10526,20,23,1045,1.15,52.25
3. Normal User,7760,253,290,47613,1.15,188.19
1. Very Low Score,10331,13,15,6064,1.15,466.46
4. Good User,10223,13,15,593,1.15,45.62
2. Low Score,10341,68,78,7771,1.15,114.28
1. Very Low Score,10282,40,46,7216,1.15,180.4
2. Low Score,10740,114,131,25060,1.15,219.82
2. Low Score,8632,203,234,46225,1.15,227.71
0. No activity for 3 weeks,8586,26,30,3887,1.15,149.5
1. Very Low Score,8509,13,15,2825,1.15,217.31
1. Very Low Score,9639,20,23,2357,1.15,117.85
4. Good User,10601,13,15,1993,1.15,153.31
1. Very Low Score,8656,34,39,6403,1.15,188.32
4. Good User,9399,13,15,972,1.15,74.77
4. Good User,8873,20,23,1975,1.15,98.75
4. Good User,10138,20,23,3750,1.15,187.5
4. Good User,10220,13,15,700,1.15,53.85
1. Very Low Score,10731,13,15,4562,1.15,350.92
4. Good User,10269,13,15,2194,1.15,168.77
0. No activity for 3 weeks,9361,13,15,7756,1.15,596.62
4. Good User,9129,13,15,1081,1.15,83.15
1. Very Low Score,3569,13,15,2774,1.15,213.38
3. Normal User,9231,525,601,101958,1.14,194.21
2. Low Score,9280,281,321,56489,1.14,201.03
2. Low Score,9217,94,107,11138,1.14,118.49
0. No activity for 3 weeks,9271,14,16,2729,1.14,194.93
1. Very Low Score,9224,43,49,11354,1.14,264.05
2. Low Score,9164,92,105,7970,1.14,86.63
2. Low Score,9193,298,340,52880,1.14,177.45
1. Very Low Score,9255,7,8,503,1.14,71.86
4. Good User,8957,7,8,2115,1.14,302.14
3. Normal User,5876,882,1007,124538,1.14,141.2
3. Normal User,8956,449,510,69405,1.14,154.58
1. Very Low Score,8981,65,74,14771,1.14,227.25
4. Good User,9093,7,8,1671,1.14,238.71
2. Low Score,9030,73,83,5574,1.14,76.36
3. Normal User,9428,440,500,54232,1.14,123.25
3. Normal User,9461,44,50,9771,1.14,222.07
2. Low Score,9438,14,16,3031,1.14,216.5
2. Low Score,9035,157,179,40086,1.14,255.32
3. Normal User,9399,554,632,97465,1.14,175.93
3. Normal User,9704,2359,2699,498484,1.14,211.31
3. Normal User,9747,843,957,165339,1.14,196.13
3. Normal User,9649,1050,1194,95586,1.14,91.03
2. Low Score,9712,64,73,12914,1.14,201.78
2. Low Score,9630,111,126,17694,1.14,159.41
3. Normal User,9712,138,157,14366,1.14,104.1
2. Low Score,9701,93,106,14965,1.14,160.91
2. Low Score,9612,181,206,23154,1.14,127.92
3. Normal User,8462,22,25,3299,1.14,149.95
3. Normal User,9628,101,115,27446,1.14,271.74
2. Low Score,9596,72,82,14329,1.14,199.01
2. Low Score,8654,69,79,7710,1.14,111.74
2. Low Score,9359,127,145,31165,1.14,245.39
4. Good User,10614,21,24,3716,1.14,176.95
2. Low Score,10526,537,612,69939,1.14,130.24
3. Normal User,10452,63,72,14153,1.14,224.65
2. Low Score,10272,693,793,138850,1.14,200.36
3. Normal User,10322,189,216,38242,1.14,202.34
2. Low Score,10352,1342,1532,191585,1.14,142.76
1. Very Low Score,10178,7,8,327,1.14,46.71
3. Normal User,10174,248,282,43978,1.14,177.33
2. Low Score,1834,189,215,33647,1.14,178.03
2. Low Score,10201,137,156,14764,1.14,107.77
2. Low Score,10207,57,65,8931,1.14,156.68
3. Normal User,10189,499,570,81749,1.14,163.83
2. Low Score,10169,568,650,79219,1.14,139.47
2. Low Score,10498,293,333,64721,1.14,220.89
4. Good User,10595,42,48,7271,1.14,173.12
3. Normal User,9575,7,8,327,1.14,46.71
1. Very Low Score,9524,44,50,12601,1.14,286.39
1. Very Low Score,9241,35,40,9898,1.14,282.8
0. No activity for 3 weeks,9574,21,24,10537,1.14,501.76
1. Very Low Score,9578,22,25,5354,1.14,243.36
3. Normal User,503,42,48,7414,1.14,176.52
4. Good User,9607,7,8,1880,1.14,268.57
3. Normal User,8415,1254,1426,231455,1.14,184.57
2. Low Score,8415,428,487,92282,1.14,215.61
1. Very Low Score,8396,35,40,6395,1.14,182.71
2. Low Score,8475,182,208,30210,1.14,165.99
1. Very Low Score,8350,90,103,24075,1.14,267.5
3. Normal User,7948,7,8,935,1.14,133.57
2. Low Score,8856,491,561,93663,1.14,190.76
4. Good User,8591,14,16,2202,1.14,157.29
3. Normal User,8626,221,253,41937,1.14,189.76
3. Normal User,8651,28,32,2871,1.14,102.54
1. Very Low Score,541,49,56,15487,1.14,316.06
3. Normal User,10819,958,1093,147125,1.14,153.58
2. Low Score,10724,320,364,72097,1.14,225.3
2. Low Score,10826,698,798,167985,1.14,240.67
2. Low Score,10697,665,757,149853,1.14,225.34
3. Normal User,10742,156,178,16328,1.14,104.67
2. Low Score,10850,345,395,100496,1.14,291.29
2. Low Score,10918,44,50,4221,1.14,95.93
1. Very Low Score,10909,35,40,3691,1.14,105.46
1. Very Low Score,10713,22,25,3751,1.14,170.5
3. Normal User,10896,964,1101,153091,1.14,158.81
2. Low Score,10738,14,16,4127,1.14,294.79
2. Low Score,11023,35,40,5805,1.14,165.86
3. Normal User,10824,63,72,6510,1.14,103.33
2. Low Score,7316,22,25,5937,1.14,269.86
2. Low Score,9377,297,339,68381,1.14,230.24
2. Low Score,9374,138,158,30811,1.14,223.27
1. Very Low Score,9044,174,199,45765,1.14,263.02
2. Low Score,9347,57,65,8540,1.14,149.82
1. Very Low Score,9126,7,8,467,1.14,66.71
1. Very Low Score,9361,58,66,23145,1.14,399.05
2. Low Score,9163,71,81,12076,1.14,170.08
2. Low Score,9416,7,8,1948,1.14,278.29
4. Good User,9502,21,24,1850,1.14,88.1
1. Very Low Score,9383,36,41,9950,1.14,276.39
2. Low Score,10071,226,258,47870,1.14,211.81
3. Normal User,9580,341,388,59049,1.14,173.16
2. Low Score,9924,231,263,55931,1.14,242.13
2. Low Score,10065,245,280,38306,1.14,156.35
3. Normal User,9614,362,414,83596,1.14,230.93
3. Normal User,10049,56,64,8533,1.14,152.38
1. Very Low Score,10071,43,49,13762,1.14,320.05
2. Low Score,10012,77,88,16052,1.14,208.47
2. Low Score,10016,199,226,32131,1.14,161.46
4. Good User,9863,14,16,2531,1.14,180.79
2. Low Score,9655,1375,1573,306227,1.14,222.71
0. No activity for 3 weeks,9932,35,40,3455,1.14,98.71
3. Normal User,9880,345,394,61267,1.14,177.59
4. Good User,9904,21,24,2681,1.14,127.67
2. Low Score,9803,29,33,5457,1.14,188.17
4. Good User,9570,7,8,1176,1.14,168.0
4. Good User,8880,14,16,1480,1.14,105.71
4. Good User,8886,14,16,3235,1.14,231.07
2. Low Score,8729,63,72,6340,1.14,100.63
3. Normal User,10170,424,485,51896,1.14,122.4
3. Normal User,10130,963,1097,141241,1.14,146.67
3. Normal User,10244,830,944,92316,1.14,111.22
2. Low Score,10137,7,8,2304,1.14,329.14
3. Normal User,10649,596,682,93011,1.14,156.06
2. Low Score,10653,133,151,37876,1.14,284.78
3. Normal User,353,173,198,23859,1.14,137.91
1. Very Low Score,10653,7,8,2248,1.14,321.14
4. Good User,10667,37,42,7345,1.14,198.51
4. Good User,10615,7,8,1781,1.14,254.43
4. Good User,8986,7,8,257,1.14,36.71
2. Low Score,9064,44,50,13989,1.14,317.93
2. Low Score,11036,77,88,14881,1.14,193.26
1. Very Low Score,10724,29,33,5761,1.14,198.66
1. Very Low Score,10317,7,8,401,1.14,57.29
1. Very Low Score,10754,21,24,2018,1.14,96.1
3. Normal User,10367,115,131,15233,1.14,132.46
2. Low Score,6790,7,8,2427,1.14,346.71
1. Very Low Score,10318,37,42,9052,1.14,244.65
2. Low Score,10492,7,8,151,1.14,21.57
2. Low Score,8701,570,650,89902,1.14,157.72
1. Very Low Score,10417,14,16,1230,1.14,87.86
3. Normal User,10266,2254,2564,446309,1.14,198.01
2. Low Score,5272,29,33,10235,1.14,352.93
1. Very Low Score,10310,7,8,2254,1.14,322.0
1. Very Low Score,10447,7,8,1067,1.14,152.43
1. Very Low Score,8370,14,16,3219,1.14,229.93
0. No activity for 3 weeks,8440,14,16,1886,1.14,134.71
4. Good User,9735,14,16,1541,1.14,110.07
4. Good User,10294,7,8,356,1.14,50.86
3. Normal User,10314,14,16,4748,1.14,339.14
2. Low Score,10203,35,40,7520,1.14,214.86
2. Low Score,10766,85,97,14668,1.14,172.56
4. Good User,10679,7,8,1216,1.14,173.71
3. Normal User,8539,79,90,9188,1.14,116.3
0. No activity for 3 weeks,8614,111,127,32768,1.14,295.21
3. Normal User,8481,44,50,12180,1.14,276.82
2. Low Score,8403,7,8,2703,1.14,386.14
4. Good User,9397,7,8,1330,1.14,190.0
2. Low Score,9843,14,16,1569,1.14,112.07
4. Good User,9750,7,8,636,1.14,90.86
2. Low Score,9956,7,8,1912,1.14,273.14
4. Good User,10014,7,8,1144,1.14,163.43
4. Good User,10045,7,8,1408,1.14,201.14
2. Low Score,9583,43,49,7796,1.14,181.3
4. Good User,9994,7,8,483,1.14,69.0
2. Low Score,8835,14,16,1177,1.14,84.07
4. Good User,8982,7,8,2534,1.14,362.0
2. Low Score,10621,7,8,315,1.14,45.0
3. Normal User,170,7,8,2134,1.14,304.86
4. Good User,11009,14,16,974,1.14,69.57
4. Good User,9105,7,8,585,1.14,83.57
2. Low Score,9938,7,8,1337,1.14,191.0
4. Good User,9840,7,8,1676,1.14,239.43
2. Low Score,8748,14,16,4918,1.14,351.29
4. Good User,8878,7,8,744,1.14,106.29
4. Good User,10115,14,16,3832,1.14,273.71
1. Very Low Score,10170,14,16,3189,1.14,227.79
0. No activity for 3 weeks,10715,7,8,997,1.14,142.43
1. Very Low Score,10362,7,8,514,1.14,73.43
1. Very Low Score,10702,7,8,2233,1.14,319.0
4. Good User,9017,7,8,1342,1.14,191.71
3. Normal User,10795,14,16,3317,1.14,236.93
4. Good User,10777,7,8,231,1.14,33.0
2. Low Score,3642,7,8,307,1.14,43.86
2. Low Score,5176,7,8,115,1.14,16.43
2. Low Score,8834,7,8,2351,1.14,335.86
4. Good User,9418,7,8,262,1.14,37.43
2. Low Score,10806,21,24,2973,1.14,141.57
4. Good User,10058,14,16,1552,1.14,110.86
2. Low Score,10301,7,8,826,1.14,118.0
0. No activity for 3 weeks,8632,7,8,411,1.14,58.71
4. Good User,9428,14,16,800,1.14,57.14
2. Low Score,10756,7,8,419,1.14,59.86
4. Good User,10570,7,8,609,1.14,87.0
1. Very Low Score,49,7,8,1888,1.14,269.71
1. Very Low Score,8686,7,8,1200,1.14,171.43
1. Very Low Score,3338,7,8,961,1.14,137.29
4. Good User,10046,7,8,931,1.14,133.0
3. Normal User,9180,480,541,94418,1.13,196.7
3. Normal User,9233,283,321,71460,1.13,252.51
3. Normal User,9284,617,695,114377,1.13,185.38
0. No activity for 3 weeks,9269,16,18,3701,1.13,231.31
3. Normal User,9248,270,304,31508,1.13,116.7
2. Low Score,8949,328,372,61614,1.13,187.85
2. Low Score,9172,93,105,17265,1.13,185.65
2. Low Score,9121,40,45,7041,1.13,176.03
4. Good User,9212,23,26,6261,1.13,272.22
4. Good User,9013,8,9,2068,1.13,258.5
3. Normal User,9123,55,62,4536,1.13,82.47
3. Normal User,9228,192,216,30511,1.13,158.91
3. Normal User,8982,221,249,25115,1.13,113.64
3. Normal User,9250,77,87,6962,1.13,90.42
2. Low Score,9144,95,107,17780,1.13,187.16
3. Normal User,9164,248,281,22275,1.13,89.82
3. Normal User,8972,746,842,89444,1.13,119.9
1. Very Low Score,8926,96,108,16768,1.13,174.67
3. Normal User,8944,2535,2866,598272,1.13,236.0
2. Low Score,9362,811,917,75643,1.13,93.27
3. Normal User,9368,370,417,68298,1.13,184.59
1. Very Low Score,9388,8,9,676,1.13,84.5
3. Normal User,9440,63,71,11182,1.13,177.49
3. Normal User,9031,405,459,50673,1.13,125.12
3. Normal User,9407,54,61,7837,1.13,145.13
3. Normal User,8991,623,701,98879,1.13,158.71
0. No activity for 3 weeks,3100,8,9,1706,1.13,213.25
3. Normal User,8787,490,553,127186,1.13,259.56
0. No activity for 3 weeks,8260,52,59,10655,1.13,204.9
1. Very Low Score,5876,31,35,3512,1.13,113.29
2. Low Score,9638,53,60,5260,1.13,99.25
3. Normal User,9709,64,72,6886,1.13,107.59
2. Low Score,9696,147,166,36280,1.13,246.8
3. Normal User,9654,678,766,98959,1.13,145.96
3. Normal User,8815,447,505,89336,1.13,199.86
2. Low Score,9728,232,263,40557,1.13,174.81
1. Very Low Score,9565,31,35,6597,1.13,212.81
2. Low Score,9516,23,26,6006,1.13,261.13
3. Normal User,9690,8,9,202,1.13,25.25
2. Low Score,9582,52,59,6828,1.13,131.31
1. Very Low Score,9728,32,36,7377,1.13,230.53
3. Normal User,9518,454,513,98275,1.13,216.46
3. Normal User,9568,79,89,27198,1.13,344.28
1. Very Low Score,9591,8,9,571,1.13,71.38
3. Normal User,9615,48,54,10066,1.13,209.71
2. Low Score,9418,47,53,4141,1.13,88.11
2. Low Score,9150,40,45,7903,1.13,197.57
2. Low Score,8836,230,261,28901,1.13,125.66
2. Low Score,9518,175,198,48884,1.13,279.34
3. Normal User,10167,471,531,71316,1.13,151.41
3. Normal User,10152,629,712,108903,1.13,173.14
2. Low Score,10389,56,63,16271,1.13,290.55
3. Normal User,10271,346,390,69423,1.13,200.64
3. Normal User,9557,352,397,78052,1.13,221.74
2. Low Score,10167,149,169,27587,1.13,185.15
2. Low Score,10473,252,285,61593,1.13,244.42
3. Normal User,10538,94,106,11376,1.13,121.02
3. Normal User,10421,79,89,15625,1.13,197.78
3. Normal User,10273,1409,1590,289650,1.13,205.57
1. Very Low Score,10124,223,253,59550,1.13,267.04
2. Low Score,10121,582,660,136667,1.13,234.82
2. Low Score,10384,168,189,26349,1.13,156.84
3. Normal User,10384,539,609,90685,1.13,168.25
3. Normal User,10199,941,1061,118455,1.13,125.88
2. Low Score,10161,805,908,241241,1.13,299.68
3. Normal User,10595,1721,1949,286900,1.13,166.71
3. Normal User,10561,702,790,75696,1.13,107.83
3. Normal User,10583,2491,2810,379233,1.13,152.24
1. Very Low Score,10089,67,76,16604,1.13,247.82
3. Normal User,8661,224,254,46777,1.13,208.83
1. Very Low Score,10567,24,27,3257,1.13,135.71
2. Low Score,10224,166,187,26992,1.13,162.6
3. Normal User,43,8,9,1218,1.13,152.25
3. Normal User,9650,637,722,72826,1.13,114.33
2. Low Score,4115,24,27,7995,1.13,333.13
2. Low Score,8402,164,185,32422,1.13,197.7
3. Normal User,9381,291,330,51190,1.13,175.91
1. Very Low Score,9641,53,60,7781,1.13,146.81
1. Very Low Score,8388,45,51,7394,1.13,164.31
1. Very Low Score,8376,38,43,12839,1.13,337.87
1. Very Low Score,8800,89,101,25858,1.13,290.54
2. Low Score,8627,67,76,8221,1.13,122.7
1. Very Low Score,8586,144,163,30754,1.13,213.57
1. Very Low Score,8555,39,44,11061,1.13,283.62
2. Low Score,2322,8,9,2046,1.13,255.75
3. Normal User,8853,31,35,3716,1.13,119.87
1. Very Low Score,8865,8,9,2312,1.13,289.0
0. No activity for 3 weeks,8784,16,18,7631,1.13,476.94
2. Low Score,8428,16,18,1579,1.13,98.69
4. Good User,11013,15,17,1996,1.13,133.07
2. Low Score,10696,824,935,135324,1.13,164.23
3. Normal User,10756,8,9,1097,1.13,137.13
3. Normal User,10942,131,148,8925,1.13,68.13
2. Low Score,10681,2911,3282,931025,1.13,319.83
3. Normal User,10828,416,468,80911,1.13,194.5
2. Low Score,10739,414,468,94652,1.13,228.63
2. Low Score,10926,91,103,15794,1.13,173.56
3. Normal User,10216,188,212,41525,1.13,220.88
2. Low Score,10114,63,71,8954,1.13,142.13
3. Normal User,9333,608,685,85742,1.13,141.02
2. Low Score,9368,121,137,29312,1.13,242.25
4. Good User,9022,24,27,2216,1.13,92.33
3. Normal User,7811,15,17,2563,1.13,170.87
3. Normal User,8367,103,116,13298,1.13,129.11
2. Low Score,127,113,128,30624,1.13,271.01
1. Very Low Score,9099,63,71,14251,1.13,226.21
1. Very Low Score,9114,24,27,4876,1.13,203.17
4. Good User,9329,8,9,1580,1.13,197.5
1. Very Low Score,9330,8,9,1467,1.13,183.38
2. Low Score,10044,635,720,135836,1.13,213.91
2. Low Score,10039,56,63,16026,1.13,286.18
3. Normal User,1834,525,593,110732,1.13,210.92
2. Low Score,9997,261,294,41485,1.13,158.95
3. Normal User,7263,8,9,5721,1.13,715.13
3. Normal User,9866,686,775,113759,1.13,165.83
3. Normal User,9916,650,734,144292,1.13,221.99
2. Low Score,9973,8,9,145,1.13,18.13
1. Very Low Score,9747,31,35,10201,1.13,329.06
2. Low Score,8453,45,51,6784,1.13,150.76
3. Normal User,8725,189,213,17696,1.13,93.63
3. Normal User,8818,63,71,10845,1.13,172.14
3. Normal User,8716,38,43,7088,1.13,186.53
1. Very Low Score,663,8,9,1917,1.13,239.63
1. Very Low Score,8880,8,9,506,1.13,63.25
4. Good User,10180,31,35,8385,1.13,270.48
2. Low Score,9685,16,18,2114,1.13,132.13
1. Very Low Score,10113,125,141,34514,1.13,276.11
2. Low Score,10181,671,756,141543,1.13,210.94
2. Low Score,10115,138,156,45945,1.13,332.93
2. Low Score,9968,16,18,2974,1.13,185.88
1. Very Low Score,10180,30,34,5077,1.13,169.23
4. Good User,9386,23,26,4645,1.13,201.96
1. Very Low Score,10199,39,44,3532,1.13,90.56
4. Good User,10104,8,9,2523,1.13,315.38
1. Very Low Score,10214,8,9,1063,1.13,132.88
3. Normal User,10316,619,701,107296,1.13,173.34
2. Low Score,10320,342,387,58598,1.13,171.34
2. Low Score,10428,24,27,1589,1.13,66.21
1. Very Low Score,8943,40,45,13053,1.13,326.32
1. Very Low Score,115,15,17,3541,1.13,236.07
2. Low Score,10875,38,43,4739,1.13,124.71
2. Low Score,11109,149,169,33061,1.13,221.89
4. Good User,10769,15,17,3767,1.13,251.13
1. Very Low Score,10683,23,26,5365,1.13,233.26
0. No activity for 3 weeks,10745,30,34,3777,1.13,125.9
2. Low Score,10569,8,9,772,1.13,96.5
2. Low Score,10573,15,17,1666,1.13,111.07
2. Low Score,8761,231,260,49363,1.13,213.69
4. Good User,8698,8,9,1511,1.13,188.88
1. Very Low Score,8482,82,93,19333,1.13,235.77
2. Low Score,10174,104,118,16365,1.13,157.36
2. Low Score,10361,170,192,25746,1.13,151.45
3. Normal User,10285,825,936,98816,1.13,119.78
3. Normal User,8421,276,313,34915,1.13,126.5
3. Normal User,7955,8,9,4718,1.13,589.75
4. Good User,8627,8,9,622,1.13,77.75
1. Very Low Score,8654,8,9,1647,1.13,205.88
