e7segment,cluster_id,num_users,num_reads,total_duration,avg_reads,avg_duration
3. Normal User,7622,16,18,2656,1.13,166.0
2. Low Score,10225,15,17,4744,1.13,316.27
1. Very Low Score,9797,16,18,1550,1.13,96.88
2. Low Score,9000,15,17,2284,1.13,152.27
2. Low Score,10793,68,77,8825,1.13,129.78
3. Normal User,10807,1500,1692,210500,1.13,140.33
3. Normal User,10894,8,9,342,1.13,42.75
3. Normal User,10775,47,53,11981,1.13,254.91
2. Low Score,10844,8,9,2963,1.13,370.38
4. Good User,10932,48,54,9524,1.13,198.42
2. Low Score,10733,30,34,3390,1.13,113.0
2. Low Score,10702,230,261,63370,1.13,275.52
4. Good User,8523,8,9,1043,1.13,130.38
2. Low Score,8481,8,9,2530,1.13,316.25
3. Normal User,8572,24,27,2436,1.13,101.5
3. Normal User,8590,16,18,2520,1.13,157.5
1. Very Low Score,8674,16,18,3523,1.13,220.19
1. Very Low Score,9280,39,44,11465,1.13,293.97
4. Good User,9446,24,27,4221,1.13,175.88
1. Very Low Score,9292,15,17,3664,1.13,244.27
2. Low Score,9441,8,9,996,1.13,124.5
4. Good User,9402,40,45,8810,1.13,220.25
4. Good User,9764,8,9,1235,1.13,154.38
2. Low Score,9763,40,45,6431,1.13,160.78
1. Very Low Score,9580,16,18,3482,1.13,217.63
3. Normal User,9995,319,360,31206,1.13,97.82
2. Low Score,9992,30,34,10929,1.13,364.3
1. Very Low Score,10233,8,9,669,1.13,83.63
4. Good User,10817,31,35,5742,1.13,185.23
1. Very Low Score,9733,8,9,322,1.13,40.25
2. Low Score,7263,8,9,4110,1.13,513.75
2. Low Score,9012,38,43,9224,1.13,242.74
3. Normal User,3338,8,9,3746,1.13,468.25
0. No activity for 3 weeks,9057,8,9,1054,1.13,131.75
1. Very Low Score,9227,8,9,1139,1.13,142.38
2. Low Score,10345,15,17,2859,1.13,190.6
1. Very Low Score,9348,23,26,5162,1.13,224.43
1. Very Low Score,9034,8,9,2023,1.13,252.88
0. No activity for 3 weeks,9477,8,9,2142,1.13,267.75
2. Low Score,10046,69,78,9187,1.13,133.14
2. Low Score,9665,16,18,6871,1.13,429.44
2. Low Score,8561,16,18,2738,1.13,171.13
2. Low Score,212,8,9,2177,1.13,272.13
2. Low Score,10635,15,17,2295,1.13,153.0
0. No activity for 3 weeks,8415,15,17,6241,1.13,416.07
0. No activity for 3 weeks,9050,8,9,1407,1.13,175.88
4. Good User,10556,8,9,196,1.13,24.5
0. No activity for 3 weeks,8792,8,9,2194,1.13,274.25
4. Good User,10409,15,17,800,1.13,53.33
2. Low Score,10259,8,9,130,1.13,16.25
3. Normal User,10241,31,35,2359,1.13,76.1
1. Very Low Score,10817,8,9,874,1.13,109.25
1. Very Low Score,10445,8,9,2090,1.13,261.25
4. Good User,8574,8,9,1327,1.13,165.88
4. Good User,8638,16,18,2419,1.13,151.19
1. Very Low Score,9286,8,9,275,1.13,34.38
4. Good User,9997,23,26,4667,1.13,202.91
0. No activity for 3 weeks,8410,8,9,2243,1.13,280.38
1. Very Low Score,8933,8,9,3129,1.13,391.13
0. No activity for 3 weeks,9474,8,9,261,1.13,32.63
4. Good User,9353,8,9,293,1.13,36.63
4. Good User,8831,8,9,203,1.13,25.38
3. Normal User,9964,8,9,534,1.13,66.75
0. No activity for 3 weeks,8698,8,9,3051,1.13,381.38
0. No activity for 3 weeks,8482,8,9,1631,1.13,203.88
1. Very Low Score,8550,8,9,79,1.13,9.88
3. Normal User,9722,8,9,763,1.13,95.38
1. Very Low Score,9958,8,9,509,1.13,63.63
4. Good User,9437,8,9,1574,1.13,196.75
4. Good User,10537,8,9,1335,1.13,166.88
1. Very Low Score,10872,8,9,2055,1.13,256.88
4. Good User,10916,8,9,1289,1.13,161.13
3. Normal User,9230,438,489,52009,1.12,118.74
3. Normal User,9217,248,278,21821,1.12,87.99
3. Normal User,9239,178,200,17793,1.12,99.96
3. Normal User,9124,900,1006,121184,1.12,134.65
2. Low Score,9271,753,845,136025,1.12,180.64
3. Normal User,8949,727,814,123624,1.12,170.05
1. Very Low Score,9269,115,129,26571,1.12,231.05
3. Normal User,9235,95,106,20647,1.12,217.34
2. Low Score,9255,93,104,12418,1.12,133.53
2. Low Score,9130,113,126,18336,1.12,162.27
2. Low Score,9022,242,271,35469,1.12,146.57
2. Low Score,9096,33,37,6192,1.12,187.64
2. Low Score,9218,41,46,7177,1.12,175.05
3. Normal User,9256,26,29,2788,1.12,107.23
3. Normal User,8899,327,367,96236,1.12,294.3
3. Normal User,9220,345,386,41955,1.12,121.61
3. Normal User,8534,237,266,86399,1.12,364.55
0. No activity for 3 weeks,9044,33,37,10101,1.12,306.09
3. Normal User,127,290,324,63226,1.12,218.02
3. Normal User,9116,546,612,101131,1.12,185.22
2. Low Score,9020,1135,1270,153930,1.12,135.62
2. Low Score,8873,202,226,18074,1.12,89.48
3. Normal User,8996,161,180,26678,1.12,165.7
2. Low Score,9080,362,404,83599,1.12,230.94
1. Very Low Score,9443,17,19,4319,1.12,254.06
2. Low Score,8935,272,304,40277,1.12,148.08
3. Normal User,9415,74,83,11610,1.12,156.89
1. Very Low Score,9440,26,29,6858,1.12,263.77
3. Normal User,9728,584,652,94088,1.12,161.11
3. Normal User,9719,148,166,24572,1.12,166.03
3. Normal User,9618,315,354,34914,1.12,110.84
2. Low Score,9502,122,137,12764,1.12,104.62
1. Very Low Score,9589,171,192,25303,1.12,147.97
2. Low Score,9689,57,64,17537,1.12,307.67
2. Low Score,9747,268,300,50220,1.12,187.39
3. Normal User,9592,524,588,81394,1.12,155.33
2. Low Score,9648,41,46,4633,1.12,113.0
0. No activity for 3 weeks,9561,25,28,4329,1.12,173.16
2. Low Score,8440,598,668,111242,1.12,186.02
3. Normal User,9502,447,499,40699,1.12,91.05
2. Low Score,9719,43,48,10499,1.12,244.16
3. Normal User,9703,414,465,57554,1.12,139.02
2. Low Score,9484,25,28,4531,1.12,181.24
1. Very Low Score,9552,165,185,28247,1.12,171.19
2. Low Score,8460,125,140,25033,1.12,200.26
2. Low Score,8420,120,134,14063,1.12,117.19
2. Low Score,8449,422,473,93398,1.12,221.32
3. Normal User,10248,199,223,31625,1.12,158.92
2. Low Score,10248,41,46,5518,1.12,134.59
3. Normal User,10544,69,77,10007,1.12,145.03
2. Low Score,10471,58,65,8506,1.12,146.66
1. Very Low Score,10197,206,230,49021,1.12,237.97
1. Very Low Score,10521,57,64,14466,1.12,253.79
3. Normal User,10383,947,1062,100828,1.12,106.47
3. Normal User,10555,1166,1308,176780,1.12,151.61
2. Low Score,10561,156,174,19036,1.12,122.03
3. Normal User,10613,1856,2079,139037,1.12,74.91
2. Low Score,10212,415,464,75453,1.12,181.81
3. Normal User,9972,26,29,5381,1.12,206.96
2. Low Score,10273,415,463,82335,1.12,198.4
2. Low Score,10198,380,425,60149,1.12,158.29
2. Low Score,10310,65,73,15420,1.12,237.23
3. Normal User,10144,1264,1417,231126,1.12,182.85
3. Normal User,10577,42,47,4304,1.12,102.48
1. Very Low Score,9129,17,19,8272,1.12,486.59
1. Very Low Score,8909,373,419,64470,1.12,172.84
1. Very Low Score,8701,60,67,12555,1.12,209.25
2. Low Score,8705,51,57,14597,1.12,286.22
2. Low Score,8807,2185,2444,544805,1.12,249.34
4. Good User,11005,17,19,1999,1.12,117.59
3. Normal User,11022,146,163,21422,1.12,146.73
2. Low Score,10932,282,317,50598,1.12,179.43
3. Normal User,10997,313,349,41883,1.12,133.81
3. Normal User,10906,385,430,83991,1.12,218.16
4. Good User,10888,17,19,2374,1.12,139.65
2. Low Score,963,17,19,3606,1.12,212.12
3. Normal User,10907,67,75,10050,1.12,150.0
2. Low Score,10742,33,37,2404,1.12,72.85
1. Very Low Score,10678,42,47,8316,1.12,198.0
3. Normal User,10654,928,1043,187400,1.12,201.94
3. Normal User,10885,153,171,25311,1.12,165.43
3. Normal User,10804,298,333,64744,1.12,217.26
2. Low Score,10750,286,319,51341,1.12,179.51
2. Low Score,9353,112,125,10320,1.12,92.14
3. Normal User,9279,33,37,11377,1.12,344.76
1. Very Low Score,9290,77,86,25805,1.12,335.13
2. Low Score,9351,57,64,6902,1.12,121.09
2. Low Score,8704,897,1001,178574,1.12,199.08
0. No activity for 3 weeks,9237,26,29,3830,1.12,147.31
3. Normal User,10069,3047,3426,535692,1.12,175.81
3. Normal User,10056,1089,1224,205018,1.12,188.26
3. Normal User,9793,417,469,105297,1.12,252.51
3. Normal User,10098,153,171,18467,1.12,120.7
1. Very Low Score,10073,241,270,56707,1.12,235.3
2. Low Score,10086,200,224,33193,1.12,165.97
4. Good User,9962,17,19,2740,1.12,161.18
2. Low Score,10061,60,67,6835,1.12,113.92
3. Normal User,9821,277,310,79639,1.12,287.51
4. Good User,9991,26,29,4049,1.12,155.73
2. Low Score,10038,183,205,37570,1.12,205.3
1. Very Low Score,9854,107,120,20775,1.12,194.16
3. Normal User,9936,1155,1299,167087,1.12,144.66
3. Normal User,9928,102,114,12446,1.12,122.02
2. Low Score,8638,133,149,21019,1.12,158.04
1. Very Low Score,8814,17,19,1691,1.12,99.47
3. Normal User,10111,147,165,14003,1.12,95.26
3. Normal User,10115,561,626,128290,1.12,228.68
3. Normal User,10166,223,249,41014,1.12,183.92
3. Normal User,10037,143,160,19123,1.12,133.73
1. Very Low Score,9853,25,28,7692,1.12,307.68
2. Low Score,10145,59,66,14145,1.12,239.75
3. Normal User,10168,51,57,5101,1.12,100.02
2. Low Score,10658,949,1059,99409,1.12,104.75
4. Good User,10649,17,19,882,1.12,51.88
2. Low Score,10233,147,165,27882,1.12,189.67
2. Low Score,10674,34,38,5152,1.12,151.53
1. Very Low Score,10658,34,38,2822,1.12,83.0
3. Normal User,9015,644,722,92193,1.12,143.16
2. Low Score,8699,66,74,12197,1.12,184.8
1. Very Low Score,10810,67,75,17223,1.12,257.06
3. Normal User,10342,274,306,42356,1.12,154.58
2. Low Score,10356,111,124,10779,1.12,97.11
3. Normal User,10426,975,1094,123242,1.12,126.4
3. Normal User,8657,82,92,7737,1.12,94.35
3. Normal User,8724,119,133,15477,1.12,130.06
3. Normal User,8693,68,76,17621,1.12,259.13
3. Normal User,8750,315,352,47553,1.12,150.96
3. Normal User,10425,129,145,19744,1.12,153.05
3. Normal User,10311,49,55,7275,1.12,148.47
2. Low Score,10372,77,86,10487,1.12,136.19
2. Low Score,8646,85,95,5525,1.12,65.0
1. Very Low Score,8534,34,38,8807,1.12,259.03
1. Very Low Score,9748,25,28,2827,1.12,113.08
2. Low Score,9821,78,87,28412,1.12,364.26
3. Normal User,9749,33,37,7797,1.12,236.27
2. Low Score,9116,111,124,27347,1.12,246.37
3. Normal User,9107,49,55,3676,1.12,75.02
2. Low Score,908,50,56,11790,1.12,235.8
3. Normal User,11001,17,19,1793,1.12,105.47
3. Normal User,9366,25,28,1355,1.12,54.2
1. Very Low Score,10249,17,19,4256,1.12,250.35
4. Good User,11088,25,28,4760,1.12,190.4
3. Normal User,9143,708,783,92177,1.11,130.19
3. Normal User,9138,266,295,37479,1.11,140.9
2. Low Score,9166,274,304,34242,1.11,124.97
1. Very Low Score,9050,75,83,14108,1.11,188.11
3. Normal User,8636,38,42,5450,1.11,143.42
3. Normal User,6910,103,114,24497,1.11,237.83
3. Normal User,8491,451,500,78815,1.11,174.76
3. Normal User,8986,192,213,32510,1.11,169.32
3. Normal User,9226,211,234,37689,1.11,178.62
1. Very Low Score,9101,93,103,21846,1.11,234.9
3. Normal User,9162,19,21,5013,1.11,263.84
2. Low Score,8465,636,709,194757,1.11,306.22
2. Low Score,10011,36,40,5737,1.11,159.36
3. Normal User,9126,378,419,57012,1.11,150.83
3. Normal User,5440,19,21,5197,1.11,273.53
1. Very Low Score,9019,44,49,12253,1.11,278.48
2. Low Score,8872,385,426,61854,1.11,160.66
3. Normal User,9458,795,886,107542,1.11,135.27
2. Low Score,9456,53,59,8762,1.11,165.32
2. Low Score,9326,114,127,28573,1.11,250.64
2. Low Score,9473,218,242,29224,1.11,134.06
2. Low Score,9053,177,196,30654,1.11,173.19
3. Normal User,9380,1732,1914,195978,1.11,113.15
3. Normal User,9309,71,79,6989,1.11,98.44
2. Low Score,8991,247,273,37434,1.11,151.55
2. Low Score,9402,392,435,65291,1.11,166.56
1. Very Low Score,9341,57,63,12604,1.11,221.12
3. Normal User,9017,135,150,13670,1.11,101.26
4. Good User,9403,18,20,1030,1.11,57.22
2. Low Score,9383,208,231,44904,1.11,215.88
4. Good User,9465,28,31,4879,1.11,174.25
3. Normal User,9392,196,217,51009,1.11,260.25
2. Low Score,9659,276,306,57370,1.11,207.86
2. Low Score,9654,174,194,21333,1.11,122.6
2. Low Score,9704,734,813,184741,1.11,251.69
2. Low Score,9711,79,88,10246,1.11,129.7
1. Very Low Score,9757,169,187,35555,1.11,210.38
2. Low Score,9555,210,233,31338,1.11,149.23
3. Normal User,9754,533,594,56401,1.11,105.82
2. Low Score,9686,131,146,23983,1.11,183.08
2. Low Score,9618,74,82,7868,1.11,106.32
1. Very Low Score,9704,87,97,28457,1.11,327.09
2. Low Score,9628,28,31,6667,1.11,238.11
2. Low Score,8913,230,255,25385,1.11,110.37
3. Normal User,9694,56,62,6303,1.11,112.55
2. Low Score,9327,333,369,70042,1.11,210.34
3. Normal User,10630,80,89,15247,1.11,190.59
3. Normal User,10612,9,10,881,1.11,97.89
3. Normal User,10176,72,80,9947,1.11,138.15
3. Normal User,10485,699,774,130439,1.11,186.61
3. Normal User,10592,469,522,88480,1.11,188.66
2. Low Score,10624,89,99,9119,1.11,102.46
3. Normal User,10374,480,534,78267,1.11,163.06
3. Normal User,10539,306,340,53895,1.11,176.13
3. Normal User,10637,185,205,41128,1.11,222.31
3. Normal User,10601,378,418,67860,1.11,179.52
3. Normal User,10372,291,323,27011,1.11,92.82
4. Good User,10634,9,10,1258,1.11,139.78
3. Normal User,10636,324,359,43968,1.11,135.7
3. Normal User,9717,513,567,73819,1.11,143.9
3. Normal User,10499,1903,2114,505825,1.11,265.8
2. Low Score,10319,731,809,128492,1.11,175.78
3. Normal User,10483,309,343,60156,1.11,194.68
2. Low Score,10446,285,317,31323,1.11,109.91
3. Normal User,10391,236,263,33879,1.11,143.56
3. Normal User,10441,351,391,42727,1.11,121.73
4. Good User,10608,19,21,2764,1.11,145.47
2. Low Score,10144,537,594,96625,1.11,179.93
1. Very Low Score,9515,108,120,22728,1.11,210.44
3. Normal User,9352,537,595,76829,1.11,143.07
2. Low Score,9424,19,21,4143,1.11,218.05
2. Low Score,9548,9,10,3720,1.11,413.33
2. Low Score,8893,260,289,40297,1.11,154.99
3. Normal User,8856,1234,1369,188446,1.11,152.71
0. No activity for 3 weeks,8388,9,10,1312,1.11,145.78
3. Normal User,8887,2087,2318,340211,1.11,163.01
3. Normal User,8901,892,990,113553,1.11,127.3
2. Low Score,8884,88,98,14734,1.11,167.43
2. Low Score,8789,338,374,32385,1.11,95.81
3. Normal User,8872,1337,1482,259283,1.11,193.93
2. Low Score,5876,241,268,40580,1.11,168.38
3. Normal User,8660,520,576,70737,1.11,136.03
2. Low Score,8853,28,31,2845,1.11,101.61
2. Low Score,8891,117,130,10904,1.11,93.2
3. Normal User,8432,168,187,29913,1.11,178.05
3. Normal User,8778,137,152,8123,1.11,59.29
0. No activity for 3 weeks,58,9,10,1035,1.11,115.0
3. Normal User,10821,1241,1381,189301,1.11,152.54
2. Low Score,10751,785,875,140556,1.11,179.05
2. Low Score,11000,36,40,2956,1.11,82.11
2. Low Score,10754,392,436,53171,1.11,135.64
3. Normal User,10362,480,534,52362,1.11,109.09
2. Low Score,10773,250,278,38777,1.11,155.11
3. Normal User,10988,44,49,6002,1.11,136.41
3. Normal User,10725,1103,1220,167782,1.11,152.11
3. Normal User,11019,18,20,2904,1.11,161.33
1. Very Low Score,10758,89,99,17476,1.11,196.36
2. Low Score,10906,187,208,52806,1.11,282.39
2. Low Score,10937,27,30,6231,1.11,230.78
3. Normal User,10674,99,110,11451,1.11,115.67
1. Very Low Score,10772,182,202,30659,1.11,168.46
3. Normal User,10861,183,204,31516,1.11,172.22
3. Normal User,9307,276,307,51676,1.11,187.23
4. Good User,9333,18,20,1839,1.11,102.17
3. Normal User,9063,36,40,5765,1.11,160.14
2. Low Score,8956,114,127,16157,1.11,141.73
3. Normal User,9034,202,224,36303,1.11,179.72
0. No activity for 3 weeks,8346,28,31,4355,1.11,155.54
1. Very Low Score,9434,71,79,16110,1.11,226.9
3. Normal User,904,9,10,1475,1.11,163.89
2. Low Score,9962,209,231,38774,1.11,185.52
2. Low Score,9858,266,296,59474,1.11,223.59
2. Low Score,10101,190,210,35431,1.11,186.48
2. Low Score,10099,108,120,12755,1.11,118.1
2. Low Score,9838,131,145,24974,1.11,190.64
4. Good User,10101,18,20,2502,1.11,139.0
3. Normal User,10005,404,449,45415,1.11,112.41
3. Normal User,9973,37,41,2509,1.11,67.81
2. Low Score,9828,527,587,95474,1.11,181.17
4. Good User,9928,9,10,255,1.11,28.33
3. Normal User,9859,102,113,7306,1.11,71.63
2. Low Score,9957,194,216,37874,1.11,195.23
1. Very Low Score,8423,79,88,17657,1.11,223.51
3. Normal User,963,73,81,18394,1.11,251.97
3. Normal User,8771,35,39,2658,1.11,75.94
1. Very Low Score,8415,63,70,19061,1.11,302.56
2. Low Score,8450,28,31,4337,1.11,154.89
2. Low Score,10170,162,180,24923,1.11,153.85
1. Very Low Score,10129,9,10,1197,1.11,133.0
1. Very Low Score,9978,54,60,17834,1.11,330.26
1. Very Low Score,10236,81,90,14896,1.11,183.9
3. Normal User,10225,38,42,9360,1.11,246.32
3. Normal User,10173,1889,2088,310539,1.11,164.39
4. Good User,10202,9,10,1640,1.11,182.22
2. Low Score,10448,532,588,74529,1.11,140.09
3. Normal User,10300,18,20,2227,1.11,123.72
1. Very Low Score,10485,18,20,2053,1.11,114.06
4. Good User,10637,9,10,3446,1.11,382.89
4. Good User,10662,9,10,473,1.11,52.56
3. Normal User,8943,346,384,70310,1.11,203.21
3. Normal User,9073,76,84,12005,1.11,157.96
0. No activity for 3 weeks,9015,9,10,2444,1.11,271.56
2. Low Score,8950,174,194,35296,1.11,202.85
0. No activity for 3 weeks,8534,9,10,1924,1.11,213.78
2. Low Score,11041,372,414,82138,1.11,220.8
3. Normal User,10769,431,480,67694,1.11,157.06
2. Low Score,11042,28,31,2131,1.11,76.11
0. No activity for 3 weeks,10755,9,10,3408,1.11,378.67
2. Low Score,11126,9,10,2375,1.11,263.89
2. Low Score,10484,53,59,14656,1.11,276.53
4. Good User,10497,9,10,686,1.11,76.22
3. Normal User,10344,1723,1906,228481,1.11,132.61
3. Normal User,10334,266,295,41352,1.11,155.46
3. Normal User,8550,47,52,4237,1.11,90.15
3. Normal User,8667,9,10,451,1.11,50.11
1. Very Low Score,8372,70,78,10921,1.11,156.01
3. Normal User,10358,85,94,37919,1.11,446.11
2. Low Score,10425,28,31,5931,1.11,211.82
3. Normal User,9986,115,128,20408,1.11,177.46
4. Good User,10166,9,10,1355,1.11,150.56
3. Normal User,8646,357,397,34802,1.11,97.48
2. Low Score,8384,28,31,4383,1.11,156.54
2. Low Score,8644,342,378,57036,1.11,166.77
3. Normal User,10330,27,30,8250,1.11,305.56
1. Very Low Score,10247,37,41,5609,1.11,151.59
1. Very Low Score,80,27,30,6118,1.11,226.59
3. Normal User,10767,37,41,8345,1.11,225.54
2. Low Score,8546,36,40,4480,1.11,124.44
3. Normal User,8521,74,82,17256,1.11,233.19
3. Normal User,8503,9,10,1867,1.11,207.44
2. Low Score,7622,9,10,3504,1.11,389.33
2. Low Score,9812,9,10,245,1.11,27.22
2. Low Score,9729,19,21,3944,1.11,207.58
4. Good User,9821,9,10,2289,1.11,254.33
3. Normal User,9836,27,30,3105,1.11,115.0
2. Low Score,9695,9,10,273,1.11,30.33
1. Very Low Score,10366,9,10,1657,1.11,184.11
4. Good User,10729,9,10,1245,1.11,138.33
1. Very Low Score,9004,76,84,17175,1.11,225.99
0. No activity for 3 weeks,63,9,10,2555,1.11,283.89
4. Good User,8925,27,30,1619,1.11,59.96
1. Very Low Score,9464,9,10,2169,1.11,241.0
1. Very Low Score,10609,9,10,126,1.11,14.0
3. Normal User,9553,9,10,1721,1.11,191.22
4. Good User,8420,19,21,2308,1.11,121.47
4. Good User,9959,9,10,917,1.11,101.89
0. No activity for 3 weeks,8641,19,21,5845,1.11,307.63
4. Good User,8629,9,10,2212,1.11,245.78
0. No activity for 3 weeks,8397,9,10,996,1.11,110.67
3. Normal User,10864,9,10,2093,1.11,232.56
4. Good User,10735,9,10,2618,1.11,290.89
1. Very Low Score,9164,9,10,483,1.11,53.67
2. Low Score,10136,9,10,2213,1.11,245.89
3. Normal User,8331,9,10,1889,1.11,209.89
4. Good User,9808,9,10,735,1.11,81.67
4. Good User,10652,9,10,3108,1.11,345.33
3. Normal User,9122,9,10,5843,1.11,649.22
1. Very Low Score,9031,9,10,2655,1.11,295.0
4. Good User,10997,9,10,1282,1.11,142.44
1. Very Low Score,10324,9,10,559,1.11,62.11
2. Low Score,10805,9,10,1283,1.11,142.56
2. Low Score,9623,9,10,378,1.11,42.0
1. Very Low Score,8785,9,10,1597,1.11,177.44
4. Good User,10256,9,10,1704,1.11,189.33
3. Normal User,8129,20,22,5102,1.1,255.1
2. Low Score,9149,29,32,1015,1.1,35.0
2. Low Score,8987,106,117,19698,1.1,185.83
3. Normal User,8919,267,293,48032,1.1,179.9
2. Low Score,9027,453,497,30529,1.1,67.39
2. Low Score,8534,169,186,54296,1.1,321.28
3. Normal User,8460,434,476,55973,1.1,128.97
0. No activity for 3 weeks,9029,29,32,6861,1.1,236.59
2. Low Score,8946,62,68,12644,1.1,203.94
4. Good User,9232,10,11,2356,1.1,235.6
2. Low Score,6910,72,79,14318,1.1,198.86
2. Low Score,8480,1019,1118,150169,1.1,147.37
2. Low Score,9120,41,45,5917,1.1,144.32
2. Low Score,9174,69,76,8233,1.1,119.32
3. Normal User,9471,585,645,99205,1.1,169.58
3. Normal User,9386,789,869,161104,1.1,204.19
3. Normal User,9446,1001,1105,197514,1.1,197.32
3. Normal User,9387,78,86,14443,1.1,185.17
3. Normal User,9402,1643,1811,333671,1.1,203.09
3. Normal User,9361,1592,1748,228387,1.1,143.46
3. Normal User,8591,555,611,117339,1.1,211.42
3. Normal User,8973,156,171,30336,1.1,194.46
4. Good User,80,21,23,3180,1.1,151.43
2. Low Score,9399,188,207,36665,1.1,195.03
3. Normal User,9041,70,77,3708,1.1,52.97
3. Normal User,9758,596,653,55047,1.1,92.36
2. Low Score,9652,114,125,16651,1.1,146.06
3. Normal User,9689,260,287,55439,1.1,213.23
2. Low Score,9640,976,1071,143300,1.1,146.82
3. Normal User,9583,154,170,26250,1.1,170.45
3. Normal User,9596,279,308,46984,1.1,168.4
3. Normal User,9686,495,544,86672,1.1,175.09
2. Low Score,9636,268,296,60762,1.1,226.72
3. Normal User,9360,102,112,29081,1.1,285.11
2. Low Score,9691,10,11,1736,1.1,173.6
2. Low Score,9621,115,127,15116,1.1,131.44
2. Low Score,9723,20,22,3394,1.1,169.7
1. Very Low Score,9653,21,23,855,1.1,40.71
3. Normal User,9629,83,91,6014,1.1,72.46
3. Normal User,9524,777,853,188233,1.1,242.26
2. Low Score,9687,10,11,1477,1.1,147.7
2. Low Score,8846,102,112,13200,1.1,129.41
2. Low Score,8887,673,738,112639,1.1,167.37
2. Low Score,10152,183,202,28772,1.1,157.22
2. Low Score,10023,92,101,20102,1.1,218.5
3. Normal User,9830,361,396,35317,1.1,97.83
